PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Brussels sprouts,1.65,27,44.55
Corn,1.07,2.3,2.46
Daikon,1.4,23.2,32.48
Daikon,1.4,18.9,26.46
Red onion,0.78,30.2,23.56
Eggplant,2.32,24,55.68
Lettuce,1.88,32.1,60.35
Avocados,3.23,26.5,85.6
Bok choy,1.42,8.9,12.64
Avocados,3.23,25,80.75
Green cabbage,0.8,33,26.4
Celery,1.19,38.5,45.82
Green cabbage,0.8,2.5,2
Brussels sprouts,1.65,29.5,48.68
Apples,1.88,36.3,68.24
Spinach,4.12,32.3,133.08
Tomatoes,3.16,37.6,118.82
Grapes,2.63,35.3,92.84
Corn,1.07,32.5,34.78
Yellow peppers,2.87,18.4,52.81
Watermelon,0.66,21.3,14.06
Red onion,0.78,39.6,30.89
Spinach,4.12,20.8,85.7
Eggplant,2.32,28,64.96
Fava beans,2.69,8.9,23.94
Papaya,1.34,37.5,50.25
Apples,1.88,21.9,41.17
Coconuts,1.18,29.7,35.05
Orange,1.09,9.6,10.46
Grapefruit,0.76,26.9,20.44
Green cabbage,0.8,28.9,23.12
Okra,2.26,17.1,38.65
Papaya,1.34,29.5,39.53
Lemon,1.27,18.9,24
Celery,1.19,28.2,33.56
Carrots,1.26,21.2,26.71
Asparagus,2.49,22.9,57.02
Asparagus,2.49,24.1,60.01
Avocados,3.23,8.7,28.1
Kale,5.02,21.9,109.94
Strawberries,4.4,28.8,126.72
Asparagus,2.49,17.7,44.07
Parsnips,2.27,11.3,25.65
Daikon,1.4,1.8,2.52
Apples,1.88,38.4,72.19
Coconuts,1.18,38.8,45.78
Cucumber,1.07,37,39.59
Brussels sprouts,1.65,1.3,2.15
Green peppers,1.89,10.9,20.6
Potatoes,0.86,38.2,32.85
Ginger,5.13,32.5,166.73
Grapes,2.63,15.3,40.24
Green peppers,1.89,39.8,75.22
Carrots,1.26,13.5,17.01
Bananas,0.86,28.1,24.17
Butternut squash,1.28,4.4,5.63
Parsnips,2.27,5.2,11.8
Bananas,0.86,30.4,26.14
Eggplant,2.32,13.4,31.09
Bananas,0.86,24.7,21.24
Kale,5.02,38.1,191.26
Eggplant,2.32,21.2,49.18
Orange,1.09,22.8,24.85
Corn,1.07,15.6,16.69
Fava beans,2.69,24.6,66.17
Butternut squash,1.28,16.2,20.74
Bok choy,1.42,35.9,50.98
Lettuce,1.88,4.2,7.9
Red onion,0.78,30.3,23.63
Eggplant,2.32,5.7,13.22
Parsnips,2.27,3.8,8.63
Lemon,1.27,1.7,2.16
Green cabbage,0.8,32.6,26.08
Bok choy,1.42,13.5,19.17
Apricots,3.71,21.6,80.14
Apples,1.88,10.6,19.93
Daikon,1.4,13.4,18.76
Beets,1.51,15.9,24.01
Orange,1.09,29.9,32.59
Carrots,1.26,25.4,32
Ginger,5.13,38.6,198.02
Eggplant,2.32,40,92.8
Spinach,4.12,38.5,158.62
Bok choy,1.42,26.8,38.06
Orange,1.09,2.7,2.94
Lemon,1.27,4.4,5.59
Yellow peppers,2.87,25.1,72.04
Okra,2.26,21.2,47.91
Brussels sprouts,1.65,35.4,58.41
Spinach,4.12,1.1,4.53
Eggplant,2.32,22.2,51.5
Ginger,5.13,33.6,172.37
Garlic,3.07,23.3,71.53
Bok choy,1.42,11,15.62
Brussels sprouts,1.65,25.4,41.91
Okra,2.26,2.9,6.55
Yellow peppers,2.87,20.6,59.12
Eggplant,2.32,38.1,88.39
Coconuts,1.18,32.9,38.82
Carrots,1.26,33.3,41.96
Red onion,0.78,10.4,8.11
Coconuts,1.18,13.8,16.28
Celery,1.19,3.7,4.4
Corn,1.07,17.2,18.4
Grapefruit,0.76,18.9,14.36
Green beans,2.52,29.3,73.84
Beets,1.51,33.4,50.43
Brussels sprouts,1.65,2.7,4.46
Okra,2.26,30.9,69.83
Okra,2.26,9.5,21.47
Strawberries,4.4,16.8,73.92
Okra,2.26,15,33.9
Papaya,1.34,2,2.68
Coconuts,1.18,25.6,30.21
Coconuts,1.18,15.9,18.76
Red onion,0.78,16.4,12.79
Bananas,0.86,25.9,22.27
Lemon,1.27,27.8,35.31
Garlic,3.07,39.4,120.96
Green peppers,1.89,1.3,2.46
Corn,1.07,29.5,31.57
Orange,1.09,39.9,43.49
Cherries,9.5,6.3,59.85
Bok choy,1.42,17.4,24.71
Cucumber,1.07,10.3,11.02
Bananas,0.86,25.5,21.93
Spinach,4.12,12.9,53.15
Tomatoes,3.16,17.4,54.98
Corn,1.07,26.9,28.78
Strawberries,4.4,28.3,124.52
Grapes,2.63,30.5,80.22
Orange,1.09,18.1,19.73
Ginger,5.13,37.7,193.4
Apples,1.88,39,73.32
Avocados,3.23,3.5,11.31
Bananas,0.86,17.2,14.79
Asparagus,2.49,16.4,40.84
Apples,1.88,15.9,29.89
Bok choy,1.42,36.1,51.26
Carrots,1.26,1.3,1.64
Yellow peppers,2.87,15.6,44.77
Asparagus,2.49,9.7,24.15
Apples,1.88,5.7,10.72
Grapefruit,0.76,3.7,2.81
Brussels sprouts,1.65,29,47.85
Cherries,9.5,39.9,379.05
Green cabbage,0.8,7.3,5.84
Beets,1.51,9.5,14.35
Okra,2.26,36.4,82.26
Garlic,3.07,12.2,37.45
Corn,1.07,10.1,10.81
Kale,5.02,10.8,54.22
Ginger,5.13,1.5,7.7
Potatoes,0.86,20.8,17.89
Avocados,3.23,26.2,84.63
Avocados,3.23,29.4,94.96
Asparagus,2.49,34.7,86.4
Parsnips,2.27,6.8,15.44
Eggplant,2.32,17.8,41.3
Green peppers,1.89,36.4,68.8
Bok choy,1.42,32.3,45.87
Red onion,0.78,25.5,19.89
Green beans,2.52,2.2,5.54
Orange,1.09,28,30.52
Watermelon,0.66,1.6,1.06
Parsnips,2.27,18.7,42.45
Watermelon,0.66,25.4,16.76
Butternut squash,1.28,3,3.84
Garlic,3.07,5.4,16.58
Butternut squash,1.28,38,48.64
Carrots,1.26,3.8,4.79
Papaya,1.34,21.9,29.35
Butternut squash,1.28,40,51.2
Watermelon,0.66,35,23.1
Spinach,4.12,13.5,55.62
Parsnips,2.27,16.6,37.68
Avocados,3.23,19.4,62.66
Bok choy,1.42,32.5,46.15
Potatoes,0.86,34,29.24
Corn,1.07,18.1,19.37
Avocados,3.23,26,83.98
Cucumber,1.07,3.2,3.42
Asparagus,2.49,4.7,11.7
Fava beans,2.69,3.7,9.95
Apricots,3.71,23.3,86.44
Green beans,2.52,12.6,31.75
Avocados,3.23,8.4,27.13
Grapefruit,0.76,33.3,25.31
Ginger,5.13,5.2,26.68
Potatoes,0.86,32.7,28.12
Asparagus,2.49,1.4,3.49
Lettuce,1.88,8.4,15.79
Lime,1.06,14.5,15.37
Asparagus,2.49,22.5,56.03
Garlic,3.07,32.7,100.39
Watermelon,0.66,8.3,5.48
Green cabbage,0.8,32.7,26.16
Red onion,0.78,8.3,6.47
Green beans,2.52,0.8,2.02
Yellow peppers,2.87,16.5,47.36
Garlic,3.07,31.6,97.01
Lettuce,1.88,16.2,30.46
Grapefruit,0.76,20.3,15.43
Apples,1.88,38.4,72.19
Brussels sprouts,1.65,23.5,38.78
Okra,2.26,33.7,76.16
Apricots,3.71,20.4,75.68
Grapes,2.63,13.3,34.98
Yellow peppers,2.87,3.6,10.33
Asparagus,2.49,14.6,36.35
Asparagus,2.49,17.4,43.33
Lime,1.06,28.9,30.63
Grapes,2.63,39,102.57
Ginger,5.13,37.5,192.38
Brussels sprouts,1.65,18.6,30.69
Lime,1.06,30.8,32.65
Apricots,3.71,9.9,36.73
Eggplant,2.32,4.5,10.44
Lemon,1.27,6.5,8.26
Grapefruit,0.76,15.1,11.48
Eggplant,2.32,20.8,48.26
Eggplant,2.32,9.1,21.11
Apples,1.88,35.9,67.49
Corn,1.07,31.1,33.28
Daikon,1.4,7,9.8
Ginger,5.13,0.9,4.62
Apples,1.88,37.4,70.31
Lemon,1.27,29.1,36.96
Green beans,2.52,32.9,82.91
Potatoes,0.86,10.7,9.2
Butternut squash,1.28,28.2,36.1
Coconuts,1.18,13.2,15.58
Strawberries,4.4,6,26.4
Eggplant,2.32,39.5,91.64
Spinach,4.12,9.9,40.79
Butternut squash,1.28,24.3,31.1
Okra,2.26,3.3,7.46
Spinach,4.12,20.8,85.7
Watermelon,0.66,38.6,25.48
Cherries,9.5,17.9,170.05
Brussels sprouts,1.65,35.5,58.58
Tomatoes,3.16,1.9,6
Butternut squash,1.28,39.7,50.82
Apricots,3.71,22.2,82.36
Daikon,1.4,22.3,31.22
Papaya,1.34,19.2,25.73
Watermelon,0.66,11.6,7.66
Bananas,0.86,4.9,4.21
Grapefruit,0.76,34.3,26.07
Bananas,0.86,4,3.44
Yellow peppers,2.87,20.1,57.69
Butternut squash,1.28,14.2,18.18
Beets,1.51,6.1,9.21
Apples,1.88,0.5,0.94
Watermelon,0.66,2.8,1.85
Green cabbage,0.8,4.4,3.52
Papaya,1.34,24,32.16
Green cabbage,0.8,17,13.6
Green peppers,1.89,9,17.01
Carrots,1.26,24.3,30.62
Cucumber,1.07,29.3,31.35
Green cabbage,0.8,37.8,30.24
Potatoes,0.86,30.8,26.49
Celery,1.19,23.3,27.73
Cucumber,1.07,16.5,17.66
Lemon,1.27,14.7,18.67
Apricots,3.71,4.6,17.07
Apricots,3.71,26.5,98.32
Brussels sprouts,1.65,13.6,22.44
Cucumber,1.07,2.1,2.25
Bananas,0.86,10.1,8.69
Green cabbage,0.8,18.4,14.72
Kale,5.02,22.3,111.95
Lettuce,1.88,31.6,59.41
Avocados,3.23,20.4,65.89
Spinach,4.12,18.3,75.4
Parsnips,2.27,6.1,13.85
Bananas,0.86,33.1,28.47
Watermelon,0.66,21.6,14.26
Lettuce,1.88,22.1,41.55
Yellow peppers,2.87,9.8,28.13
Cherries,9.5,18.4,174.8
Watermelon,0.66,5.6,3.7
Green beans,2.52,10.8,27.22
Potatoes,0.86,12.5,10.75
Beets,1.51,2.9,4.38
Celery,1.19,22.9,27.25
Tomatoes,3.16,12.5,39.5
Green peppers,1.89,26.7,50.46
Green cabbage,0.8,37.7,30.16
Strawberries,4.4,3.1,13.64
Carrots,1.26,7.2,9.07
Fava beans,2.69,17.7,47.61
Parsnips,2.27,26.9,61.06
Eggplant,2.32,27.6,64.03
Fava beans,2.69,32.5,87.43
Green peppers,1.89,28.2,53.3
Lettuce,1.88,37.4,70.31
Cherries,9.5,12.2,115.9
Apples,1.88,9,16.92
Asparagus,2.49,38.6,96.11
Corn,1.07,36,38.52
Coconuts,1.18,28.3,33.39
Corn,1.07,3.5,3.75
Carrots,1.26,17.4,21.92
Carrots,1.26,26.3,33.14
Cucumber,1.07,8.3,8.88
Tomatoes,3.16,26.5,83.74
Cherries,9.5,26.9,255.55
Green beans,2.52,26.8,67.54
Garlic,3.07,26.8,82.28
Yellow peppers,2.87,31.7,90.98
Corn,1.07,3.8,4.07
Papaya,1.34,18.7,25.06
Coconuts,1.18,8.4,9.91
Lemon,1.27,31.3,39.75
Green beans,2.52,4.2,10.58
Corn,1.07,2.6,2.78
Bananas,0.86,32.5,27.95
Asparagus,2.49,4.8,11.95
Fava beans,2.69,27.9,75.05
Orange,1.09,2.5,2.73
Spinach,4.12,25.9,106.71
Lime,1.06,32.4,34.34
Kale,5.02,5.4,27.11
Tomatoes,3.16,5.9,18.64
Lemon,1.27,1.4,1.78
Tomatoes,3.16,7.9,24.96
Fava beans,2.69,5,13.45
Apples,1.88,21.1,39.67
Garlic,3.07,32.2,98.85
Grapes,2.63,31.6,83.11
Grapefruit,0.76,4.6,3.5
Green peppers,1.89,38.7,73.14
Butternut squash,1.28,13.7,17.54
Beets,1.51,18.7,28.24
Coconuts,1.18,23.5,27.73
Butternut squash,1.28,6.6,8.45
Beets,1.51,2.6,3.93
Lime,1.06,26.6,28.2
Apricots,3.71,9.1,33.76
Asparagus,2.49,9.9,24.65
Cucumber,1.07,20,21.4
Avocados,3.23,29.5,95.29
Tomatoes,3.16,25.2,79.63
Yellow peppers,2.87,17.9,51.37
Apricots,3.71,18.9,70.12
Beets,1.51,21.7,32.77
Apricots,3.71,32,118.72
Tomatoes,3.16,4.7,14.85
Strawberries,4.4,22.8,100.32
Avocados,3.23,32.7,105.62
Lemon,1.27,20.9,26.54
Spinach,4.12,4.1,16.89
Lemon,1.27,3.5,4.45
Corn,1.07,5.8,6.21
Green peppers,1.89,36.2,68.42
Coconuts,1.18,33.2,39.18
Asparagus,2.49,31,77.19
Butternut squash,1.28,36.3,46.46
Okra,2.26,21.8,49.27
Lemon,1.27,29,36.83
Green peppers,1.89,33.8,63.88
Grapes,2.63,17.8,46.81
Fava beans,2.69,16.1,43.31
Fava beans,2.69,14.5,39.01
Green beans,2.52,13.4,33.77
Avocados,3.23,0.8,2.58
Daikon,1.4,12.5,17.5
Green cabbage,0.8,16.7,13.36
Strawberries,4.4,30.7,135.08
Parsnips,2.27,4.4,9.99
Butternut squash,1.28,35.2,45.06
Daikon,1.4,27.2,38.08
Ginger,5.13,12.1,62.07
Papaya,1.34,25.6,34.3
Lettuce,1.88,26.9,50.57
Butternut squash,1.28,21.4,27.39
Orange,1.09,5.7,6.21
Butternut squash,1.28,26.3,33.66
Cherries,9.5,4.3,40.85
Lime,1.06,36.7,38.9
Celery,1.19,5.9,7.02
Okra,2.26,3.6,8.14
Strawberries,4.4,4.6,20.24
Asparagus,2.49,7.1,17.68
Grapes,2.63,3.2,8.42
Red onion,0.78,12.2,9.52
Bananas,0.86,16.1,13.85
Tomatoes,3.16,7.1,22.44
Ginger,5.13,12.1,62.07
Cherries,9.5,40,380
Eggplant,2.32,32.6,75.63
Lettuce,1.88,18,33.84
Bok choy,1.42,19.5,27.69
Eggplant,2.32,19.2,44.54
Okra,2.26,20,45.2
Ginger,5.13,35.8,183.65
Yellow peppers,2.87,16.7,47.93
Green cabbage,0.8,3.8,3.04
Yellow peppers,2.87,32.5,93.28
Green peppers,1.89,5.5,10.4
Corn,1.07,3.3,3.53
Lettuce,1.88,32,60.16
Apples,1.88,1.2,2.26
Butternut squash,1.28,11.8,15.1
Eggplant,2.32,15.2,35.26
Grapefruit,0.76,1.3,0.99
Papaya,1.34,1.9,2.55
Ginger,5.13,6.4,32.83
Okra,2.26,10.6,23.96
Green beans,2.52,32.5,81.9
Bok choy,1.42,36.6,51.97
Spinach,4.12,17.8,73.34
Spinach,4.12,38,156.56
Corn,1.07,21.8,23.33
Cucumber,1.07,9.6,10.27
Red onion,0.78,16.7,13.03
Apricots,3.71,17.4,64.55
Carrots,1.26,12.8,16.13
Coconuts,1.18,30.1,35.52
Papaya,1.34,30.3,40.6
Bok choy,1.42,24.4,34.65
Parsnips,2.27,36.8,83.54
Apples,1.88,6.5,12.22
Cherries,9.5,19.1,181.45
Lemon,1.27,4.9,6.22
Daikon,1.4,36.3,50.82
Strawberries,4.4,25.5,112.2
Green cabbage,0.8,21.8,17.44
Grapefruit,0.76,18.5,14.06
Okra,2.26,38.7,87.46
Corn,1.07,5.4,5.78
Daikon,1.4,24.9,34.86
Asparagus,2.49,14.4,35.86
Grapes,2.63,12.9,33.93
Daikon,1.4,36.5,51.1
Potatoes,0.86,22.9,19.69
Bok choy,1.42,39.6,56.23
Carrots,1.26,39.1,49.27
Corn,1.07,9,9.63
Apricots,3.71,22.1,81.99
Cucumber,1.07,34.4,36.81
Tomatoes,3.16,9.8,30.97
Okra,2.26,32.5,73.45
Bananas,0.86,1.8,1.55
Brussels sprouts,1.65,9.7,16.01
Lime,1.06,14.8,15.69
Lime,1.06,14.4,15.26
Okra,2.26,16,36.16
Coconuts,1.18,26.1,30.8
Grapes,2.63,32.5,85.48
Green cabbage,0.8,2.1,1.68
Red onion,0.78,22.3,17.39
Eggplant,2.32,33.1,76.79
Ginger,5.13,18.4,94.39
Brussels sprouts,1.65,13.7,22.61
Strawberries,4.4,13.1,57.64
Cucumber,1.07,36.3,38.84
Cucumber,1.07,27,28.89
Asparagus,2.49,16,39.84
Eggplant,2.32,28.5,66.12
Bananas,0.86,39.5,33.97
Garlic,3.07,25.5,78.29
Celery,1.19,3.8,4.52
Grapes,2.63,28.6,75.22
Cucumber,1.07,15.8,16.91
Garlic,3.07,6.5,19.96
Lime,1.06,28.4,30.1
Kale,5.02,32.2,161.64
Lemon,1.27,23.1,29.34
Cucumber,1.07,19.1,20.44
Bok choy,1.42,5.7,8.09
Celery,1.19,37.4,44.51
Butternut squash,1.28,34.2,43.78
Celery,1.19,32.6,38.79
Red onion,0.78,9.4,7.33
Grapefruit,0.76,19.1,14.52
Grapefruit,0.76,13.7,10.41
Orange,1.09,16.5,17.99
Tomatoes,3.16,6.5,20.54
Parsnips,2.27,11.8,26.79
Fava beans,2.69,39.8,107.06
Okra,2.26,26.1,58.99
Lettuce,1.88,21,39.48
Strawberries,4.4,33.7,148.28
Bok choy,1.42,28.1,39.9
Carrots,1.26,16.2,20.41
Apples,1.88,35.7,67.12
Butternut squash,1.28,35.9,45.95
Celery,1.19,31.8,37.84
Corn,1.07,8.4,8.99
Potatoes,0.86,26.8,23.05
Asparagus,2.49,37.6,93.62
Asparagus,2.49,20.9,52.04
Cucumber,1.07,24.5,26.22
Fava beans,2.69,32.5,87.43
Watermelon,0.66,34,22.44
Orange,1.09,13.2,14.39
Spinach,4.12,24.2,99.7
Green beans,2.52,0.6,1.51
Cucumber,1.07,13.5,14.45
Coconuts,1.18,16.2,19.12
Asparagus,2.49,29.9,74.45
Green peppers,1.89,10.6,20.03
Butternut squash,1.28,6.4,8.19
Papaya,1.34,35,46.9
Bok choy,1.42,15.9,22.58
Lemon,1.27,33.3,42.29
Corn,1.07,10.6,11.34
Fava beans,2.69,23.2,62.41
Cherries,9.5,36.7,348.65
Beets,1.51,6.6,9.97
Carrots,1.26,22.5,28.35
Bananas,0.86,22.6,19.44
Red onion,0.78,23.8,18.56
Ginger,5.13,20.1,103.11
Spinach,4.12,15,61.8
Green peppers,1.89,33.7,63.69
Grapes,2.63,16.6,43.66
Cucumber,1.07,36.5,39.06
Apricots,3.71,27.7,102.77
Brussels sprouts,1.65,26.8,44.22
Yellow peppers,2.87,26.6,76.34
Strawberries,4.4,10.4,45.76
Parsnips,2.27,17.5,39.73
Green peppers,1.89,17.8,33.64
Lime,1.06,15.4,16.32
Tomatoes,3.16,31.3,98.91
Kale,5.02,23.8,119.48
Apples,1.88,15,28.2
Lime,1.06,15.3,16.22
Daikon,1.4,1.5,2.1
Bok choy,1.42,32.3,45.87
Okra,2.26,14.7,33.22
Lime,1.06,14.9,15.79
Kale,5.02,34.4,172.69
Green beans,2.52,38.8,97.78
Yellow peppers,2.87,34.9,100.16
Cherries,9.5,19.9,189.05
Bananas,0.86,11.6,9.98
Avocados,3.23,6.5,21
Tomatoes,3.16,30.1,95.12
Corn,1.07,2.4,2.57
Ginger,5.13,9.2,47.2
Lemon,1.27,31.5,40.01
Asparagus,2.49,29.5,73.46
Avocados,3.23,36.9,119.19
Grapes,2.63,21.8,57.33
Celery,1.19,25.1,29.87
Carrots,1.26,26.9,33.89
Green cabbage,0.8,34,27.2
Okra,2.26,11.4,25.76
Asparagus,2.49,36.4,90.64
Red onion,0.78,21.1,16.46
Lime,1.06,22.4,23.74
Lettuce,1.88,8.3,15.6
Daikon,1.4,24.4,34.16
Cucumber,1.07,20.1,21.51
Potatoes,0.86,10.3,8.86
Yellow peppers,2.87,23.9,68.59
Avocados,3.23,27.3,88.18
Papaya,1.34,35.8,47.97
Tomatoes,3.16,37.2,117.55
Bok choy,1.42,17.3,24.57
Carrots,1.26,13.3,16.76
Avocados,3.23,11.6,37.47
Celery,1.19,20,23.8
Fava beans,2.69,3.2,8.61
Okra,2.26,31,70.06
Strawberries,4.4,17.7,77.88
Garlic,3.07,34.1,104.69
Asparagus,2.49,21.3,53.04
Potatoes,0.86,22.7,19.52
Apricots,3.71,12.1,44.89
Strawberries,4.4,38,167.2
Cherries,9.5,38.8,368.6
Corn,1.07,28.9,30.92
Cucumber,1.07,37,39.59
Okra,2.26,28.5,64.41
Potatoes,0.86,30.5,26.23
Okra,2.26,27.6,62.38
Brussels sprouts,1.65,12.4,20.46
Coconuts,1.18,23.4,27.61
Papaya,1.34,17.3,23.18
Apples,1.88,39.3,73.88
Grapes,2.63,20.4,53.65
Asparagus,2.49,30.7,76.44
Watermelon,0.66,36,23.76
Kale,5.02,2.1,10.54
Okra,2.26,10,22.6
Lime,1.06,31.1,32.97
Daikon,1.4,39.4,55.16
Coconuts,1.18,19.3,22.77
Grapefruit,0.76,31.6,24.02
Asparagus,2.49,1.6,3.98
Beets,1.51,17.2,25.97
Potatoes,0.86,24.6,21.16
Potatoes,0.86,1.1,0.95
Carrots,1.26,25.3,31.88
Corn,1.07,5.7,6.1
Green cabbage,0.8,5.5,4.4
Daikon,1.4,16.8,23.52
Corn,1.07,10.5,11.24
Papaya,1.34,23.1,30.95
Cherries,9.5,1.4,13.3
Apricots,3.71,10.7,39.7
Daikon,1.4,15.5,21.7
Green peppers,1.89,32.3,61.05
Ginger,5.13,35.4,181.6
Apricots,3.71,17.1,63.44
Carrots,1.26,39.3,49.52
Bok choy,1.42,11.7,16.61
Apricots,3.71,10.4,38.58
Carrots,1.26,22.2,27.97
Celery,1.19,27.7,32.96
Cherries,9.5,26.4,250.8
Carrots,1.26,6.7,8.44
Yellow peppers,2.87,19.9,57.11
Lettuce,1.88,21.2,39.86
Parsnips,2.27,26.3,59.7
Cherries,9.5,32.2,305.9
Yellow peppers,2.87,12.9,37.02
Bok choy,1.42,20.6,29.25
Green cabbage,0.8,4.6,3.68
Beets,1.51,17,25.67
Lettuce,1.88,31.4,59.03
Celery,1.19,19.4,23.09
Lime,1.06,21.1,22.37
Cucumber,1.07,30.1,32.21
Red onion,0.78,31.3,24.41
Yellow peppers,2.87,39.7,113.94
Apples,1.88,20.5,38.54
Garlic,3.07,16.6,50.96
Red onion,0.78,4.1,3.2
Parsnips,2.27,18.2,41.31
Daikon,1.4,22.1,30.94
Lemon,1.27,25.5,32.39
Papaya,1.34,33.7,45.16
Orange,1.09,36.1,39.35
Bananas,0.86,14.8,12.73
Spinach,4.12,8.1,33.37
Eggplant,2.32,3.5,8.12
Yellow peppers,2.87,13.9,39.89
Watermelon,0.66,26.3,17.36
Brussels sprouts,1.65,28.9,47.69
Green peppers,1.89,8.2,15.5
Cherries,9.5,38.6,366.7
Parsnips,2.27,2.2,4.99
Fava beans,2.69,29.6,79.62
Grapefruit,0.76,2.3,1.75
Lettuce,1.88,2.2,4.14
Celery,1.19,37,44.03
Lettuce,1.88,21.8,40.98
Yellow peppers,2.87,15.9,45.63
Lime,1.06,36.6,38.8
Papaya,1.34,32.1,43.01
Carrots,1.26,8.5,10.71
Grapes,2.63,27.4,72.06
Grapefruit,0.76,8.1,6.16
Green beans,2.52,19.4,48.89
Coconuts,1.18,26.7,31.51
Green peppers,1.89,15.8,29.86
Potatoes,0.86,13.3,11.44
Green peppers,1.89,28.3,53.49
Bok choy,1.42,19,26.98
Daikon,1.4,37.9,53.06
Orange,1.09,38.8,42.29
Yellow peppers,2.87,13.2,37.88
Lemon,1.27,39.7,50.42
Papaya,1.34,22.1,29.61
Tomatoes,3.16,37.7,119.13
Lemon,1.27,21.2,26.92
Green peppers,1.89,13.5,25.52
Bok choy,1.42,12.5,17.75
Watermelon,0.66,19.1,12.61
Lime,1.06,6.5,6.89
Cucumber,1.07,28.5,30.5
Green beans,2.52,34.2,86.18
Grapes,2.63,7.3,19.2
Green cabbage,0.8,28,22.4
Strawberries,4.4,17.4,76.56
Asparagus,2.49,30.3,75.45
Papaya,1.34,24.7,33.1
Papaya,1.34,32.6,43.68
Apricots,3.71,18.6,69.01
Lemon,1.27,36.8,46.74
Parsnips,2.27,17.6,39.95
Cherries,9.5,19.7,187.15
Butternut squash,1.28,8,10.24
Yellow peppers,2.87,14.9,42.76
Garlic,3.07,10.4,31.93
Tomatoes,3.16,26.4,83.42
Daikon,1.4,2.1,2.94
Grapefruit,0.76,20.1,15.28
Ginger,5.13,6.5,33.35
Butternut squash,1.28,17.7,22.66
Celery,1.19,3,3.57
Carrots,1.26,28.1,35.41
Lettuce,1.88,32,60.16
Strawberries,4.4,4.7,20.68
Green peppers,1.89,35,66.15
Green beans,2.52,30.1,75.85
Asparagus,2.49,12.1,30.13
Cucumber,1.07,19,20.33
Fava beans,2.69,6.2,16.68
Cucumber,1.07,21.3,22.79
Lime,1.06,30.2,32.01
Orange,1.09,39.5,43.06
Okra,2.26,32.8,74.13
Brussels sprouts,1.65,20.5,33.83
Bok choy,1.42,5,7.1
Tomatoes,3.16,30.1,95.12
Garlic,3.07,23.7,72.76
Butternut squash,1.28,8.6,11.01
Apples,1.88,32.6,61.29
Parsnips,2.27,16.8,38.14
Red onion,0.78,18.3,14.27
Watermelon,0.66,9.2,6.07
Cucumber,1.07,35.1,37.56
Celery,1.19,36.1,42.96
Cherries,9.5,38.6,366.7
Lime,1.06,21.5,22.79
Apricots,3.71,12,44.52
Watermelon,0.66,18.6,12.28
Green cabbage,0.8,32.4,25.92
Green beans,2.52,22,55.44
Spinach,4.12,3.4,14.01
Strawberries,4.4,16.6,73.04
Grapes,2.63,25.4,66.8
Corn,1.07,16.5,17.66
Red onion,0.78,12,9.36
Daikon,1.4,32.9,46.06
Avocados,3.23,15.3,49.42
Green peppers,1.89,17.4,32.89
Green peppers,1.89,24.8,46.87
Lettuce,1.88,22.5,42.3
Green beans,2.52,18.3,46.12
Coconuts,1.18,17.3,20.41
Fava beans,2.69,27,72.63
Green cabbage,0.8,3.7,2.96
Lemon,1.27,26.7,33.91
Asparagus,2.49,17.4,43.33
Coconuts,1.18,7.9,9.32
Okra,2.26,13.6,30.74
Spinach,4.12,37.9,156.15
Lime,1.06,29.2,30.95
Grapes,2.63,33.8,88.89
Watermelon,0.66,5.5,3.63
Grapes,2.63,32,84.16
Corn,1.07,4.4,4.71
Papaya,1.34,33.6,45.02
Apples,1.88,22.8,42.86
Asparagus,2.49,2,4.98
Corn,1.07,28.6,30.6
Red onion,0.78,19.9,15.52
Green beans,2.52,10.4,26.21
Apples,1.88,9.2,17.3
Brussels sprouts,1.65,35,57.75
Okra,2.26,12.5,28.25
Potatoes,0.86,35.1,30.19
Fava beans,2.69,16.9,45.46
Garlic,3.07,31.8,97.63
Daikon,1.4,32.4,45.36
Eggplant,2.32,24.3,56.38
Potatoes,0.86,38.3,32.94
Cherries,9.5,1.5,14.25
Lemon,1.27,3.2,4.06
Fava beans,2.69,27.5,73.98
Cherries,9.5,22,209
Brussels sprouts,1.65,26.1,43.07
Bananas,0.86,23.1,19.87
Garlic,3.07,16.6,50.96
Tomatoes,3.16,25.9,81.84
Papaya,1.34,1.7,2.28
Apricots,3.71,20.7,76.8
Green peppers,1.89,5.7,10.77
Brussels sprouts,1.65,2.1,3.47
Apricots,3.71,8.1,30.05
Lemon,1.27,30.7,38.99
Bananas,0.86,3.7,3.18
Watermelon,0.66,38.9,25.67
Parsnips,2.27,14.3,32.46
Lemon,1.27,17.5,22.23
Parsnips,2.27,21,47.67
Kale,5.02,4.4,22.09
Strawberries,4.4,38.9,171.16
Green peppers,1.89,20.4,38.56
Corn,1.07,39.5,42.27
Green peppers,1.89,36.9,69.74
Cucumber,1.07,15.6,16.69
Brussels sprouts,1.65,6.9,11.39
Brussels sprouts,1.65,35.9,59.24
Bok choy,1.42,28.8,40.9
Okra,2.26,30.1,68.03
Ginger,5.13,8.1,41.55
Corn,1.07,37.5,40.13
Orange,1.09,20.4,22.24
Avocados,3.23,13.1,42.31
Cucumber,1.07,14.9,15.94
Ginger,5.13,12.4,63.61
Cherries,9.5,19.1,181.45
Bananas,0.86,18.5,15.91
Fava beans,2.69,34.7,93.34
Brussels sprouts,1.65,25.7,42.41
Celery,1.19,17.3,20.59
